generation,evaluations,best_fitness,mean_fitness,mean_modules,variant,seed
16,1600,16.878232998312527,20.7180341958446,21.0,Random baseline,44
17,1700,16.878232998312527,20.85223678408637,21.0,Random baseline,44
18,1800,16.878232998312527,20.748702427530887,21.0,Random baseline,44
19,1900,16.878232998312527,20.85839361697172,21.0,Random baseline,44
20,2000,16.878232998312527,20.62694946011454,21.0,Random baseline,44
21,2100,16.878232998312527,20.631789199345533,21.0,Random baseline,44
22,2200,16.878232998312527,20.613221075370543,21.0,Random baseline,44
23,2300,16.878232998312527,20.83443594672043,21.0,Random baseline,44
24,2400,16.878232998312527,20.96256353702925,21.0,Random baseline,44
25,2500,16.878232998312527,20.783905034345096,21.0,Random baseline,44
26,2600,16.878232998312527,20.86263173719013,21.0,Random baseline,44
27,2700,16.878232998312527,20.727786002792985,21.0,Random baseline,44
28,2800,16.878232998312527,20.79674845812904,21.0,Random baseline,44
29,2900,16.878232998312527,20.77561943777965,21.0,Random baseline,44
30,3000,16.878232998312527,20.81083180145246,21.0,Random baseline,44
31,3100,16.878232998312527,20.750313125148228,21.0,Random baseline,44
32,3200,16.878232998312527,21.01120929727074,21.0,Random baseline,44
33,3300,16.878232998312527,20.85903056297952,21.0,Random baseline,44
34,3400,16.878232998312527,20.750328933830488,21.0,Random baseline,44
35,3500,16.878232998312527,20.682415274844196,21.0,Random baseline,44
36,3600,16.878232998312527,20.833039112063783,21.0,Random baseline,44
37,3700,16.878232998312527,20.780737594763,21.0,Random baseline,44
38,3800,16.878232998312527,20.75238975227209,21.0,Random baseline,44
39,3900,16.878232998312527,20.781140308766822,21.0,Random baseline,44
40,4000,16.878232998312527,20.75808483994153,21.0,Random baseline,44
41,4100,16.878232998312527,20.64850890701074,21.0,Random baseline,44
42,4200,16.878232998312527,20.751914830231357,21.0,Random baseline,44
43,4300,16.878232998312527,20.75756916346006,21.0,Random baseline,44
44,4400,16.878232998312527,20.81730605780984,21.0,Random baseline,44
45,4500,16.878232998312527,20.835047985349043,21.0,Random baseline,44
46,4600,16.878232998312527,20.923614800374526,21.0,Random baseline,44
47,4700,16.878232998312527,20.740168691324296,21.0,Random baseline,44
48,4800,16.878232998312527,20.624591020250577,21.0,Random baseline,44
49,4900,16.878232998312527,20.79421127040072,21.0,Random baseline,44
50,5000,16.878232998312527,20.95940329976196,21.0,Random baseline,44
51,5100,16.878232998312527,20.81988607752446,21.0,Random baseline,44
52,5200,16.878232998312527,20.730254984654675,21.0,Random baseline,44
53,5300,16.878232998312527,20.73995145980712,21.0,Random baseline,44
54,5400,16.878232998312527,20.687858980872655,21.0,Random baseline,44
55,5500,16.878232998312527,20.895379819521523,21.0,Random baseline,44
56,5600,16.878232998312527,20.86832276976453,21.0,Random baseline,44
57,5700,16.878232998312527,20.782397444015444,21.0,Random baseline,44
58,5800,16.878232998312527,20.68726795837558,21.0,Random baseline,44
59,5900,16.878232998312527,20.89694394441542,21.0,Random baseline,44
60,6000,16.878232998312527,20.72387810688501,21.0,Random baseline,44
61,6100,16.878232998312527,20.87392872823095,21.0,Random baseline,44
62,6200,16.878232998312527,20.796201887666037,21.0,Random baseline,44
63,6300,16.878232998312527,20.590920343825218,21.0,Random baseline,44
64,6400,16.878232998312527,20.915948939501146,21.0,Random baseline,44
65,6500,16.878232998312527,20.70852185969194,21.0,Random baseline,44
66,6600,16.878232998312527,20.788168913667946,21.0,Random baseline,44
67,6700,16.878232998312527,20.82149860176417,21.0,Random baseline,44
68,6800,16.878232998312527,20.782810715753467,21.0,Random baseline,44
69,6900,16.878232998312527,20.8609240565136,21.0,Random baseline,44
70,7000,16.878232998312527,20.762387578682507,21.0,Random baseline,44
71,7100,16.878232998312527,20.80933495196332,21.0,Random baseline,44
72,7200,16.878232998312527,20.8934614743364,21.0,Random baseline,44
73,7300,16.878232998312527,20.657932606107416,21.0,Random baseline,44
74,7400,16.878232998312527,20.7562714407358,21.0,Random baseline,44
75,7500,16.878232998312527,20.882468230384674,21.0,Random baseline,44
76,7600,16.878232998312527,20.553149562384,21.0,Random baseline,44
77,7700,16.878232998312527,20.7214434811567,21.0,Random baseline,44
78,7800,16.878232998312527,20.944769787149763,21.0,Random baseline,44
79,7900,16.878232998312527,20.851061507031844,21.0,Random baseline,44
80,8000,16.878232998312527,20.76118163021549,21.0,Random baseline,44
81,8100,16.878232998312527,21.01012341989628,21.0,Random baseline,44
82,8200,16.878232998312527,20.89061572294294,21.0,Random baseline,44
83,8300,16.878232998312527,20.781021960837524,21.0,Random baseline,44
84,8400,16.878232998312527,20.79735165293524,21.0,Random baseline,44
85,8500,16.878232998312527,20.69493689941882,21.0,Random baseline,44
86,8600,16.878232998312527,20.83088755941596,21.0,Random baseline,44
87,8700,16.878232998312527,20.842476976071204,21.0,Random baseline,44
88,8800,16.878232998312527,20.956878274697832,21.0,Random baseline,44
89,8900,16.878232998312527,20.5991045808817,21.0,Random baseline,44
90,9000,16.878232998312527,20.81644055224789,21.0,Random baseline,44
91,9100,16.878232998312527,20.780287330272067,21.0,Random baseline,44
92,9200,16.878232998312527,20.808975847735613,21.0,Random baseline,44
93,9300,16.878232998312527,20.761086434750588,21.0,Random baseline,44
94,9400,16.878232998312527,20.81797097421517,21.0,Random baseline,44
95,9500,16.878232998312527,20.80125653648241,21.0,Random baseline,44
96,9600,16.878232998312527,20.82028158041783,21.0,Random baseline,44
97,9700,16.878232998312527,20.940919793196407,21.0,Random baseline,44
98,9800,16.7,20.752711425097267,21.0,Random baseline,44
99,9900,16.7,20.70396147040856,21.0,Random baseline,44
100,10000,16.7,20.82335781869025,21.0,Random baseline,44
101,10100,16.7,20.843391579178004,21.0,Random baseline,44
1,100,18.63527000944073,20.82317916209672,21.0,Random baseline,45
2,200,17.563818169698585,20.70908965948399,21.0,Random baseline,45
3,300,17.563818169698585,20.73424366007146,21.0,Random baseline,45
4,400,17.563818169698585,20.86560124780009,21.0,Random baseline,45
5,500,17.563818169698585,20.73409179391604,21.0,Random baseline,45
6,600,17.563818169698585,20.84674627320896,21.0,Random baseline,45
7,700,17.563818169698585,20.80136195333608,21.0,Random baseline,45
8,800,17.46619037896906,20.778661819616545,21.0,Random baseline,45
9,900,17.46619037896906,20.739468839752195,21.0,Random baseline,45
10,1000,17.46619037896906,20.83943511265433,21.0,Random baseline,45
11,1100,17.46619037896906,20.73636349658464,21.0,Random baseline,45
12,1200,17.46619037896906,20.90473783506044,21.0,Random baseline,45
13,1300,17.46619037896906,20.780697870591467,21.0,Random baseline,45
14,1400,17.46619037896906,20.6104544727772,21.0,Random baseline,45
15,1500,17.46619037896906,20.547900417041703,21.0,Random baseline,45
16,1600,17.46619037896906,20.91048927464521,21.0,Random baseline,45
17,1700,17.46619037896906,20.91605711894885,21.0,Random baseline,45
18,1800,17.46619037896906,20.877954680431543,21.0,Random baseline,45
19,1900,17.46619037896906,20.76294323130187,21.0,Random baseline,45
20,2000,17.46619037896906,20.9311896395045,21.0,Random baseline,45
21,2100,17.46619037896906,20.76773160961237,21.0,Random baseline,45
22,2200,17.46619037896906,20.73196561494364,21.0,Random baseline,45
23,2300,17.46619037896906,20.85091061120254,21.0,Random baseline,45
24,2400,17.46619037896906,20.850859089967468,21.0,Random baseline,45
25,2500,17.46619037896906,20.810913066192693,21.0,Random baseline,45
26,2600,17.46619037896906,20.90767153480597,21.0,Random baseline,45
27,2700,17.46619037896906,20.95494972250198,21.0,Random baseline,45
28,2800,17.46619037896906,20.74372231390517,21.0,Random baseline,45
29,2900,17.46619037896906,20.78781328479126,21.0,Random baseline,45
30,3000,17.46619037896906,20.724885479534592,21.0,Random baseline,45
31,3100,17.46619037896906,20.804523426821063,21.0,Random baseline,45
32,3200,17.46619037896906,20.859997060851025,21.0,Random baseline,45
33,3300,17.36619037896906,20.69456387897157,21.0,Random baseline,45
34,3400,17.36619037896906,20.56509158033992,21.0,Random baseline,45
35,3500,17.36619037896906,20.89790485166974,21.0,Random baseline,45
36,3600,17.36619037896906,20.853881380558704,21.0,Random baseline,45
37,3700,17.36619037896906,20.874399695021864,21.0,Random baseline,45
38,3800,17.36619037896906,20.888704714315605,21.0,Random baseline,45
39,3900,17.36619037896906,21.00167175581828,21.0,Random baseline,45
40,4000,17.36619037896906,20.82989665484033,21.0,Random baseline,45
41,4100,17.36619037896906,20.82003113568261,21.0,Random baseline,45
42,4200,17.36619037896906,21.002412229317457,21.0,Random baseline,45
43,4300,17.36619037896906,20.7335053380111,21.0,Random baseline,45
44,4400,17.36619037896906,20.74487200256822,21.0,Random baseline,45
45,4500,17.36619037896906,20.768483166614388,21.0,Random baseline,45
46,4600,17.36619037896906,20.855744340752544,21.0,Random baseline,45
47,4700,17.36619037896906,20.867921356497348,21.0,Random baseline,45
48,4800,17.36619037896906,20.81392176901636,21.0,Random baseline,45
49,4900,17.36619037896906,20.663174294990284,21.0,Random baseline,45
50,5000,17.36619037896906,20.654609026883204,21.0,Random baseline,45
51,5100,17.36619037896906,20.81084084684741,21.0,Random baseline,45
52,5200,17.36619037896906,20.942670071346264,21.0,Random baseline,45
53,5300,17.36619037896906,20.708455967953498,21.0,Random baseline,45
54,5400,17.36619037896906,20.859553006651986,21.0,Random baseline,45
55,5500,17.36619037896906,20.69217790202759,21.0,Random baseline,45
56,5600,17.36619037896906,20.790149817261703,21.0,Random baseline,45
57,5700,17.36619037896906,20.8661776094874,21.0,Random baseline,45
58,5800,17.36619037896906,20.789718582080774,21.0,Random baseline,45
59,5900,17.36619037896906,20.62968578048002,21.0,Random baseline,45
60,6000,17.36619037896906,20.78270241452255,21.0,Random baseline,45
61,6100,17.36619037896906,20.705504437241544,21.0,Random baseline,45
62,6200,17.36619037896906,20.797109150847515,21.0,Random baseline,45
63,6300,17.36619037896906,20.835225666223828,21.0,Random baseline,45
64,6400,17.36619037896906,20.974572290134187,21.0,Random baseline,45
65,6500,17.36619037896906,20.865903156055424,21.0,Random baseline,45
66,6600,17.36619037896906,20.574107621384893,21.0,Random baseline,45
67,6700,17.36619037896906,20.90485333351065,21.0,Random baseline,45
68,6800,17.36619037896906,20.65852653831376,21.0,Random baseline,45
69,6900,17.36619037896906,20.81752362917487,21.0,Random baseline,45
70,7000,17.36619037896906,20.81512603363949,21.0,Random baseline,45
71,7100,17.36619037896906,20.716757073124665,21.0,Random baseline,45
72,7200,17.36619037896906,20.887460566142785,21.0,Random baseline,45
73,7300,17.36619037896906,20.934514954910423,21.0,Random baseline,45
74,7400,17.36619037896906,20.752435853597653,21.0,Random baseline,45
75,7500,17.36619037896906,20.87945262025614,21.0,Random baseline,45
76,7600,17.36619037896906,20.93309584710924,21.0,Random baseline,45
77,7700,17.36619037896906,21.01865394321224,21.0,Random baseline,45
78,7800,17.36619037896906,20.806411171926467,21.0,Random baseline,45
79,7900,17.36619037896906,20.862998064041925,21.0,Random baseline,45
80,8000,17.36619037896906,20.89592004615158,21.0,Random baseline,45
81,8100,17.36619037896906,20.850149227124334,21.0,Random baseline,45
82,8200,17.36619037896906,20.945747959759256,21.0,Random baseline,45
83,8300,17.36619037896906,20.82962570567166,21.0,Random baseline,45
84,8400,17.36619037896906,20.83649759372335,21.0,Random baseline,45
85,8500,17.140175425099137,20.758018861218503,21.0,Random baseline,45
86,8600,17.140175425099137,20.758296823569427,21.0,Random baseline,45
87,8700,17.140175425099137,20.851033238251944,21.0,Random baseline,45
88,8800,17.140175425099137,20.826905797248354,21.0,Random baseline,45
89,8900,17.140175425099137,20.79747137318096,21.0,Random baseline,45
90,9000,17.140175425099137,20.513602208336305,21.0,Random baseline,45
91,9100,17.140175425099137,20.72311322191602,21.0,Random baseline,45
92,9200,17.140175425099137,20.90659397593639,21.0,Random baseline,45
93,9300,17.140175425099137,20.780881701959157,21.0,Random baseline,45
94,9400,17.140175425099137,20.91997374815139,21.0,Random baseline,45
95,9500,17.140175425099137,20.84893146134324,21.0,Random baseline,45
96,9600,17.140175425099137,20.915944163241893,21.0,Random baseline,45
97,9700,17.140175425099137,20.64617964597515,21.0,Random baseline,45
98,9800,17.140175425099137,20.75980602799353,21.0,Random baseline,45
99,9900,17.140175425099137,20.664791103977176,21.0,Random baseline,45
100,10000,17.140175425099137,20.69373610335945,21.0,Random baseline,45
101,10100,17.140175425099137,20.672142553054936,21.0,Random baseline,45
1,100,17.880624847486573,20.823723850442043,21.0,Random baseline,46
2,200,17.207106781186546,20.630982964363035,21.0,Random baseline,46
3,300,17.207106781186546,20.607107882960943,21.0,Random baseline,46
4,400,17.207106781186546,20.81334522395241,21.0,Random baseline,46
5,500,17.207106781186546,20.854703342763028,21.0,Random baseline,46
6,600,17.207106781186546,20.57498060476004,21.0,Random baseline,46
7,700,17.207106781186546,20.808721970612886,21.0,Random baseline,46
8,800,17.207106781186546,20.80542624374371,21.0,Random baseline,46
9,900,17.207106781186546,20.832847718263224,21.0,Random baseline,46
10,1000,17.207106781186546,20.755135303686718,21.0,Random baseline,46
11,1100,17.207106781186546,20.902992105876425,21.0,Random baseline,46
12,1200,17.207106781186546,20.769417571094,21.0,Random baseline,46
13,1300,17.207106781186546,20.876123249988296,21.0,Random baseline,46
14,1400,17.207106781186546,20.83813123134174,21.0,Random baseline,46
15,1500,17.207106781186546,20.6238929780308,21.0,Random baseline,46
16,1600,17.207106781186546,20.87597281786057,21.0,Random baseline,46
17,1700,17.207106781186546,20.807701570862925,21.0,Random baseline,46
18,1800,17.207106781186546,20.78368825043961,21.0,Random baseline,46
19,1900,17.207106781186546,20.82237602224333,21.0,Random baseline,46
20,2000,17.207106781186546,20.69067358207073,21.0,Random baseline,46
21,2100,17.207106781186546,20.816313930113253,21.0,Random baseline,46
22,2200,17.207106781186546,20.8839902564833,21.0,Random baseline,46
23,2300,17.207106781186546,20.77666296620713,21.0,Random baseline,46
24,2400,17.207106781186546,20.74324427273614,21.0,Random baseline,46
25,2500,17.207106781186546,20.674072431502783,21.0,Random baseline,46
26,2600,17.207106781186546,20.74967063768176,21.0,Random baseline,46
27,2700,17.207106781186546,20.768134308805983,21.0,Random baseline,46
28,2800,17.207106781186546,20.85220693755239,21.0,Random baseline,46
29,2900,17.207106781186546,20.537405382434187,21.0,Random baseline,46
30,3000,17.207106781186546,21.015697028336227,21.0,Random baseline,46
31,3100,17.207106781186546,20.7322823140981,21.0,Random baseline,46
32,3200,17.207106781186546,20.808250868717323,21.0,Random baseline,46
33,3300,17.207106781186546,20.832232903836,21.0,Random baseline,46
34,3400,17.207106781186546,20.58058707931444,21.0,Random baseline,46
35,3500,17.207106781186546,20.696542667733084,21.0,Random baseline,46
36,3600,17.063324958071078,20.682542614176665,21.0,Random baseline,46
37,3700,17.063324958071078,20.91879092955288,21.0,Random baseline,46
38,3800,17.063324958071078,20.80096717215932,21.0,Random baseline,46
39,3900,17.063324958071078,20.68266362686034,21.0,Random baseline,46
40,4000,17.063324958071078,20.98298373987977,21.0,Random baseline,46
41,4100,17.063324958071078,20.7970973551891,21.0,Random baseline,46
42,4200,17.063324958071078,20.714592222433662,21.0,Random baseline,46
43,4300,17.063324958071078,20.709986774020827,21.0,Random baseline,46
44,4400,17.063324958071078,20.90641274571321,21.0,Random baseline,46
45,4500,17.063324958071078,20.760676918077348,21.0,Random baseline,46
46,4600,17.063324958071078,20.903298462456288,21.0,Random baseline,46
47,4700,17.063324958071078,20.686581428298226,21.0,Random baseline,46
48,4800,17.063324958071078,20.740212162001598,21.0,Random baseline,46
49,4900,17.063324958071078,20.709623813497256,21.0,Random baseline,46
50,5000,17.063324958071078,20.781508842142134,21.0,Random baseline,46
51,5100,17.063324958071078,20.674190573608968,21.0,Random baseline,46
52,5200,17.063324958071078,20.807444090077908,21.0,Random baseline,46
53,5300,17.063324958071078,20.854946824590076,21.0,Random baseline,46
54,5400,17.063324958071078,20.804973685110006,21.0,Random baseline,46
55,5500,17.063324958071078,20.7694264822762,21.0,Random baseline,46
56,5600,17.063324958071078,20.619647287982342,21.0,Random baseline,46
57,5700,17.063324958071078,20.76217744029183,21.0,Random baseline,46
58,5800,17.063324958071078,20.721854500864477,21.0,Random baseline,46
59,5900,17.063324958071078,20.77493381420305,21.0,Random baseline,46
60,6000,17.063324958071078,20.917407231134533,21.0,Random baseline,46
61,6100,17.063324958071078,20.7108069596184,21.0,Random baseline,46
62,6200,17.063324958071078,20.66186869745124,21.0,Random baseline,46
63,6300,17.063324958071078,20.730450637393822,21.0,Random baseline,46
64,6400,17.063324958071078,20.637418161255667,21.0,Random baseline,46
65,6500,17.063324958071078,20.804389834334103,21.0,Random baseline,46
66,6600,17.063324958071078,20.88608007210077,21.0,Random baseline,46
67,6700,17.063324958071078,20.699543007411744,21.0,Random baseline,46
68,6800,17.063324958071078,20.81075030168875,21.0,Random baseline,46
69,6900,17.063324958071078,20.78085664000504,21.0,Random baseline,46
70,7000,17.063324958071078,20.64785569960093,21.0,Random baseline,46
71,7100,17.063324958071078,20.8065741910974,21.0,Random baseline,46
72,7200,17.063324958071078,20.877527099166404,21.0,Random baseline,46
73,7300,17.063324958071078,20.8518915923966,21.0,Random baseline,46
74,7400,17.063324958071078,20.69782294985612,21.0,Random baseline,46
75,7500,17.063324958071078,20.79126536861795,21.0,Random baseline,46
76,7600,17.063324958071078,20.829577813073453,21.0,Random baseline,46
77,7700,17.063324958071078,20.758570386831256,21.0,Random baseline,46
78,7800,17.063324958071078,20.770355547283284,21.0,Random baseline,46
79,7900,17.063324958071078,20.76331135118959,21.0,Random baseline,46
80,8000,17.047722557505168,20.88254009080082,21.0,Random baseline,46
81,8100,17.047722557505168,20.85596154495976,21.0,Random baseline,46
82,8200,17.047722557505168,20.638132399559712,21.0,Random baseline,46
83,8300,17.047722557505168,20.909776994527306,21.0,Random baseline,46
84,8400,17.047722557505168,20.793714308089392,21.0,Random baseline,46
85,8500,17.047722557505168,20.757819026575177,21.0,Random baseline,46
86,8600,17.047722557505168,21.07127605809425,21.0,Random baseline,46
87,8700,17.047722557505168,20.862062784127065,21.0,Random baseline,46
88,8800,17.047722557505168,20.86274700607148,21.0,Random baseline,46
89,8900,17.047722557505168,20.883423334677364,21.0,Random baseline,46
90,9000,17.047722557505168,20.80349280638653,21.0,Random baseline,46
91,9100,17.047722557505168,20.709927567163717,21.0,Random baseline,46
92,9200,17.047722557505168,20.930883799783995,21.0,Random baseline,46
93,9300,17.047722557505168,20.61715061297896,21.0,Random baseline,46
94,9400,17.047722557505168,20.583756138676264,21.0,Random baseline,46
95,9500,17.047722557505168,20.74587591470583,21.0,Random baseline,46
96,9600,17.047722557505168,20.801792132592023,21.0,Random baseline,46
97,9700,17.047722557505168,20.927037375174542,21.0,Random baseline,46
98,9800,17.047722557505168,20.826511387205127,21.0,Random baseline,46
99,9900,17.047722557505168,20.6860076085038,21.0,Random baseline,46
100,10000,17.047722557505168,20.544685852435776,21.0,Random baseline,46
101,10100,17.047722557505168,20.8427327068889,21.0,Random baseline,46
